Quality,Difficulty,Grade,Comment
4.5,3.0,0,Lecture is slow and boring but prof is clear. Very helpful office hours.
4.0,3.0,A-,"Extremely knowledgeable, spends tons of effort helping students learn, effective in teaching the material (she goes really fast - but I think it's because there's a lot of ground to cover!). Really cool personality and is one of the nicest profs! Office hours helped a lot in gaining understanding/help with the course."
4.0,2.0,A-,The lectures were clear and she was accessible. There were too many lecture labs for my taste though.
4.5,3.0,A-,"Dr. Murphy did a fantastic job teaching CPSC 210. It was not an easy course, but she was really good at explaining concepts. Go to her office hours if you're confused about something. She's a total sweetheart and would be more than willing to help you. ABout the class, it's a bit difficult, but doable."
5.0,1.0,A-,"Best prof ever! She is very patient with her students, she responds very fast to either email or Piazza questions. Also very considerate of her students, one of the nicest profs ever. The tests are reasonable."
5.0,3.0,A-,Very clear & helpful in understanding material.
5.0,3.0,,Our class was hillarious and she did quite an effective job of teaching the subject. (running dinosaur anyone?)
1.5,4.0,,"Lectures were of little use both for the project and for future. Forget about asking her questions, she'll say things like ""reinstall"", ""try again"", ""check the web""..."
3.0,5.0,,"Lost 6% after taking the final, must have been some kind of scaling at the end. Didn't appreciate that."
3.0,5.0,,No Comments
5.0,1.0,,Awesome teacher. One of the best course I've taken.
5.0,1.0,,whatcha guys talking about? shes cool!
3.0,4.0,,"Boring voice, but she knows her stuff."
5.0,3.0,,No Comments
2.0,5.0,,she is okay in class. but took 5% off my course for forgeting to attach 2 pics with the assignment
3.0,3.0,,Quite arrogant and confrontational. Wouldn't want to meet her in a back alley...
4.5,2.0,,Great teacher who loves to help her students.
4.5,3.0,B+,One of the best prof at Rotman. Even after graduation I remembered his classes well. Very articulate guy with a great sense of humor. Sometimes attending his class makes me feel like I'm in court. Great experience!
1.0,5.0,B+,I am not sure how this guy is even allowed to be in the classroom. 
2.5,4.0,B+,"Popular because his lectures are hilarious, but you think he's great until he decides that it's your turn to be picked on. In short, a bit of a bully.  Also very unclear on grading criteria. Groups who made clear, concise, insightful presentations received the exact same grades as groups who went overtime and were all over the place. Unfathomable"
3.0,4.0,,"He's not really a good prof, many thinks so (mostly girls).  But his marking is too tight.  Ego too big, respect girls more than guys.  Go to Shear's class, you'll do better in the exams."
4.0,3.0,,Great Prof.
5.0,3.0,,"A Great Prof all around, keeping school interesting and fun.  Witty Jokes, stories and bonus marks for 'rogues obscond'!  Good real life tips free of charge from a lawyer!"
2.0,3.0,,he's egotistical and thinks he's hot****. not a bad teacher though.
2.0,4.0,,"Expect a low B, no matter how hard you work, you're just gonna end up w/ that.  He loves putting ppl down and pick on ppl, especially if you are a guy."
4.5,1.0,,"great prof... very approachable and willing to help! Uses great, real-life examples in class"
5.0,1.0,,drives a nice looking BMW like the 007 model
4.5,4.0,,"Smart guy, but that doesn't take away that he is a **** having a mid-life  crisis."
5.0,2.0,,Great professor I wish I was a management student so that i could have more classes with him
3.0,3.0,,"powers has his favorites in the class. only if you suck up, you'll get a fair grade."
5.0,3.0,,No Comments
5.0,2.0,,No Comments
4.0,3.0,,No Comments
4.0,2.0,,Aim for a B... b/c that's what you'll end up getting. Go to lectures... it helps
4.0,2.0,,loud - keeps you awake in class
5.0,1.0,,"Bird course, reiteration of OAC bus., interesting lectures"
4.5,4.0,,"exams aren't easy, but interesting lecture, keep you awake"
5.0,4.0,0,A genius. I love this woman. I've taken many of her courses and she was brilliant in all of then. I love her tangents and her never ending wealth of knowledge.
4.0,2.0,0,One of the best lecturers and the most hilarious professor I've had at UofT! She's fairly easy-going and gave straightforward assignments (plus no final exam).
4.5,4.0,0,"Wonderful professor. Goes on slight tangents, but is so bright and witty."
5.0,2.0,0,I LOVE HER!!!
4.5,1.0,0,"Easy: only evaluation was one essay per semester, with attendance and participation. Friendly and unintimidating (and liberal). Committed and knowledgeable. Didn't take notes, as we were not tested at all, it made it difficult to listen, and her talks were engrossing. Lots of class involvement, and was available outside of class for questions."
5.0,1.0,0,"really giving, challenging"
5.0,2.0,0,"That's just wrong. I took all the courses I could with Prof Legge. Funny, yes, but totally smart, challenging with theory and ideas, and really makes time for students."
4.5,3.0,0,"An awesome professor. Incredibly witty, intelligent, humourous, honest, clear, and down-to-earth. She knows her stuff, and even more importantly, knows how to communicate it in an accessible, engaging way. She even managed to interest me in postmodernism, which is a feat not to be looked down upon."
5.0,2.0,0,"she is freakin awesome! sooo funny and incredibly intelligent, i wish i could take every course with her!"
4.5,2.0,,very enthusiastic and interesting... she knows what she's talking about but doesn't talk down to students.  encouraging and willing to help.  excellent professor.
4.5,3.0,,"Simply amazing professor- passionate, ridiculously intelligent, and engaging. Take any course you can with her!"
5.0,2.0,,She is an amazing professor!  She is extremely helpful and really cares!  She is always there to help with questions and makes sure you are marked fair!  Class was always fun and she makes it interesting!
4.5,3.0,,"She is simply the best. As another comment wrote earlier, U of T profs take note: she is what teaching is all about in the very best sense.  Thank you Prof. Legge"
5.0,1.0,,"Attn: UofT Professors, take note from Professor Legge - one the best teachers in the world!  She is extremely helpful and always makes sure you understand.  She made class fun and you always wanted to be there!  She needs to win an award for being this good!"
5.0,2.0,,"Professor Legge was excellent. She was witty, intelligent, and poignant. As I was new to art history, she was willing to provide extra help. She was one of the best lecturers - never dull. She did, however, rush at the end of the course making it difficult to prepare for the final exam."
4.5,2.0,,"Professor Legge's lectures were well put together, they were funny, captivating and informative. Professor Legge seemed to know exactly what she was doing and only seemed scattered on the outside. She was always available to help and genuinely cared about her students. I hated modern art but after her class that changed, great class!"
5.0,2.0,,"Simply a great prof! Incredibly interesting, personable and engaging! A role model teacher and person! if you can, take her class!"
5.0,3.0,,Helpful professor -- always responds to your e-mails w/in a day -- clear and foward on what she wants on assignments -- one of the best @ uoft
5.0,1.0,,"if only every prof were like her, why, university would be a riot.  she was absolutly amazing!"
5.0,3.0,,"Funny, always interesting, so worth it."
5.0,3.0,0,"Professor Keil's lectures are funny, detailed, insightful and interesting but if you take his class I urge you to make use of office hours. I've never had a professor so eager to answer questions, assist students and expand on classwork. He is kind, respectful and so passionate about the subject - highly recommend."
5.0,3.0,0,"Prof. Keil's enthusiastic and passionate teaching style can make even the most dry subjects interesting. Great screenings, too- plenty of classics. His assignments in CIN201 might be a bit different than what a cinema student is used to, but he really goes out of his way to help his students. Great sense of humour, too!"
5.0,3.0,0,"Charlie Keil was the best professor I ever had! I can't say enough good things about him. He was so friendly, funny, intelligent, endearing, and always willing to help his students in any way he could. It was clear that he genuinely wanted us all to succeed and he was always there for us. Super interesting lecturer and fair assignments. Love him!!!"
5.0,1.0,0,Only had Prof. Keil for  a couple weeks as he was filling in as a substitute during the strike. Despite this he was a fantastic addition to the course that livened up the room after having a not-so-interesting snobby graduate student teaching. Thumbs up!
5.0,2.0,0,Going into university I had no idea what I wanted to take or wanted to do. I took his introduction to film course on a whim and he made me love in love with the art of film. I have found my passion and he fuelled my fire so pursue it. I love this prof.
5.0,3.0,0,"BEST prof ever!! humorous, knowledgeable and handsome! love him <3"
4.5,2.0,0,"Interested in what he taught, showed it to the students. Fun course"
5.0,3.0,0,"Brilliant professor. Clear, informative lectures on fairly complicated topics. Open to discussion on anything, and makes himself available for active dialogues with students outside the class. A good sense of humour doesn't hurt either, and a grammar stickler too. One of the best I've had all year."
5.0,3.0,0,"It's been a few years since I took a class with Keil and I still find myself having flashbacks of it. Interesting, engaging, funny and as charming as they come. One of the best at the school, hands down."
4.5,4.0,0,Charlie = awesome
5.0,4.0,0,Amazing :)
4.5,3.0,0,"Best prof I had all year. Despite always being slightly late, he knew his subject inside-out, and  his lectures were elucidating and enjoyable. Available for questions inside or out of class, and did not simply repeat himself in answering. Encouraged class involvement. Very funny."
4.5,3.0,0,Funny
5.0,4.0,0,"Very funny, and informative. Would love to take another class by him. Essentially did a 5 hour review for a final exam.. obviously loves what he does and is willing to go out of his way to help everyone out. A+"
5.0,3.0,0,"Great prof, sure the material isn't the simplest ever but he makes it interesting, funny and engaging. Very approachable and helpful and super-friendly. Would take any class if I knew it was taught by him."
1.5,4.0,0,Not a very good prof...Says simple things in a complicated way which confuses most ppl....mid-term is not easy as not past tests are given....overall not an easy class in my opinion
5.0,3.0,0,"One of the best professors at the school. Enthusiastic, knowledgeable and a great lecturer."
5.0,4.0,0,"A pillar of the profession of teaching; this man leads this department with class and style.  Brilliant, approachable, insightful -- and most importantly, looks out for his students.  He transforms a mild interest in cinema studies into film majors and specialists.  He makes the driest material interesting.  Recommended above all others."
4.5,3.0,0,Very intelligent and easy on the eyes!!!
3.5,3.0,0,"Good lecturer, and seems really nice at first, but is very insincere"
5.0,1.0,0,Gieri's Grrrreat!  Word.
2.5,4.0,,Very nice lady but not a great prof. Her lectures were very monotonous and unorganized. She would just read from her typed notes and go off track dozens of times. Tests were very unpredictable. In order to get a decent mark you would have to memorize the entire 544 paged Bondanella bc you would never know what trivial question she would ask.
3.0,3.0,,"Interesting lady, knows her stuff and is passionate about it. Her lectures however were very unfocused and tests had a lot of trivia that was not even discussed in class or even alluded to.
 Overall the course seemed very disorganized, but she is a pleasure to talk to outside the classroom."
5.0,1.0,,Great Prof. she is extremely passionate about her course/subj. Is very helpful and understanding of her students. To people who comment on her constant ref to her son. That's a proud mom!!! Who would not be!!!Keep it up prof Gieri you are great!!!!
4.0,4.0,,"She's a bit unfocused, but it's fascinating to listen to her."
3.5,3.0,,"Really passionate, but sometimes unclear during the lecture. A really nice prof."
4.5,2.0,,"The best professor I've ever had.  She's passionate, intelligent and extremely helpful."
2.0,3.0,,"super nice lady, but an unfocused prof.  she monotoniously reads off a typed script for her lectures and often veers off topic during tutorials and lectures...usually about her kids and fellini whenever possible."
4.5,3.0,,"Brava Gieri, Brava!!! What a great prof... although she is a bit eccentric, she can really liven up a class with her quirky sense of humour. She is extremely passionate about what she teaches, however, beware if you are not a Fellini fan!!    CIAO :)"
1.5,3.0,N/A,"A very nice person, but not the greatest professor."
5.0,2.0,,"Manuela Gieri was one of the most helpful, open and thoughtful professors I had at Toronto. She is a wonderful professor and an even more wonderful person."
2.5,4.0,,She talks about her son so much I prepared to answer questions on him for exam
4.5,2.0,,"A lovely, consistently cheerful prof. Beware if you dislike Italian cinema."
5.0,3.0,,"THE BEST PROF AT UOFT, BY FAR!!"
4.0,3.0,,she is always available and willing to help students.
1.0,4.0,A+,"HORRIBLE. I love Canadian history and he made me hate what he taught. If it was not for me teaching myself the topics through extra research, I would not have passes. He is very dry when it comes to his lectures. The assignments were very easy though. One thing he did well was assignments. "
4.0,3.0,A+,"He does not use overheads, which makes his lectures a bit hard to structure in your notes. He also does not use online resources, which is frustrating. However, he is a classic prof: really intelligent, enthusiastic old guy who really knows his stuff. He speaks slowly and has a great lecture style. He was the reason I switched into History."
3.5,2.0,A+,"Did not do too well in the class because I messed up on the exam, but the class itself was a good class.  The material was interesting and workload was light. You need to go to class and textbook reading is only required for the final. He doesnt use powerpoints so unfamiliar names and words can be tricks to spell. Overall a good class, but 4 hours"
5.0,4.0,A+,"Sure the amount of reading was heavy - but it's a third-year history class, what did you expect? The quality of the readings are very high and manage to stimulate further thought and daily applicability. Rutherford has been teaching this course for years and knows his stuff! You may not get a 85 - but you'll get what you deserve, a thorough edu."
2.0,4.0,A+,Rutherford is one of those profs at UofT who is determined to keep the class average low. I can't wait to see him retire.
3.0,4.0,A+,"Lazy, but likable. Assigns an excessive number of textbooks (including at least one of his own); mid-terms are based on a complete reading of one, and the rest do not come into play until the final. Fine speaker; heavily supplements lectures with audiovisual aids. TAs do all the marking (you will not blow them away) but B, B+ is easily attainable."
1.5,5.0,A+,"He doesn't explain enough in lectures, and expects you to write exam essays like take home exams.  Too theoretical and unreasonable marker.  Best not to take his classes if you need to get into grad school - you are not gonna get the grades you need from his classes."
2.0,2.0,,"His course on approaches to social history is stimulating because he one of the few profs in the department who is interested in theory. Sadly, theory dates quickly, so it can all become a period piece. There is a lack of structure, but it can make you ask questions that are useful in research. But there is no rigour here."
4.0,3.0,,"I don't know what everyone's talking about - Prof Rutherford is one of the best teachers I've ever had.  His lectures are really interesting and well prepared, he's open to comments and he's generous with his knowledge.  He also has a good sense of humour - I've never laughed so hard in a class.  His ads are a bit outdated, but carefully chosen."
4.0,4.0,,"I enjoyed prof. Rutherford's courses very much:  bbviously, I took more than one.  I found the material both intersting and very challenging.  Lectures were celar and well communicated and discussions always stimulating.  Cutting edge readings and material.  I got a great letter of reference, but th"
4.0,3.0,,"Great class. One of two professors I actually admire and who inspired me to dive into the material head-first...asking myself deep and thoughtful questions that had me thinking into the wee hours some days..arrogant yes, but that's what I love about him. At least he autographed his book for us!"
4.0,5.0,,"Seemed arrogant, really just a typical eccentric prof.  Books were interesting, but useless until final exam.  Refused to write letter of reference for so-called ""unstellar"" performance (B+).  Very negative last impression of prof I started out"
4.0,4.0,,"interesting material. kinda outdated with his videos and readings. the readings are VERY tough but interesting if you can get sense of them. didnt find him arrogant at all, actually quite approachable but a hard-ass about marks and inconsiderate abt marks"
1.5,4.0,,"very lousy prof - course materials are years out of date (including his book, which you are forced to buy); no longer interested in teaching/research; ***IMPORTANT***: wrote undeserved negative reference letters for 4 of the top students in my class"
3.5,2.0,,"i think his style of speaking just makes him seem arrogant, he wasn't mean or anything.  But he does come across as intimidating.  Good lectures, a lot of reading.  Definitely fair.  Can understand why people don't like him"
3.0,3.0,,No Comments
3.0,3.0,,No Comments
4.5,3.0,,"a bit arrogant - locks the door, makes us buy his two of his books for class. he also requires students to read about 4 400 page books that he barely touches on in class. his lectures are pretty interesting though"
1.0,5.0,,Arrogant. Unfair marker. Biased.
5.0,3.0,,Class Fri afternoons-students HAD to WANT to be there! Good call on his part!
1.0,5.0,N/A,Never take her class I swear you will regret it. I've tried taking her classes twice and I dropped both because she is not a good prof. Shes a horrible professor and very hard marker. She thinks she can control people and uses her authority to do so. Dont leave the class to go to the washroom or come late or skip shell yell at you. Worst experience
5.0,3.0,N/A,"Yes, her lectures are dense and her syllabus theory-heavy, but Kass Banning is a knowledgeable and engaging lecturer. She's also a kind, approachable person with a genuine investment in helping students learn and explore their own interests"
1.0,3.0,N/A,"Never ever take a course with Kass Banning. She made a remark about a student's mental health very lightly and was rude and disrespectful towards student contribution. Everyone felt uncomfortable. Although her slides are easy to follow, she sometimes goes off topic and is very condescending . She requires students to sit in the front. Can't be late"
1.0,4.0,N/A,Disorganized lectures and difficult reading material. Wastes lecture time to tell irrelevant stories and jokes only she thinks are funny.
4.5,4.0,N/A,"Very helpful, but don't miss any of her lectures!"
5.0,4.0,N/A,"If you want to gain the most from taking one of her classes, make sure you've done intro to film, in addition to film cultures 1 and 2. Also, she's extremely caring and helpful when it comes to papers - if you need help, ask for it! Her lectures are interesting and take from the readings quite a bit, she does an excellent job of summarizing."
3.0,3.0,N/A,"The course pack is interesting but her lectures are disorganized, she interrupts students, she doesn't clearly tie together readings+films+lectures and despite the class goal of countering eurocentrism she kinda falls into that trap sometimes."
1.5,3.0,N/A,Kass Banning is extremely disorganized in her lectures. She makes the students do useless presentations instead of actually teaching the course material herself as a professor should. She concerns herself more with asserting her power to fulfill her ego. Extremely  upsetting that such a person has hi-jacked all the upper year courses
4.0,5.0,N/A,"Very helpful and cares about students, but difficult material and lectures not terribly illuminating."
4.0,4.0,N/A,"One of the best lectures I've ever heard came from Kass Banning. Quirky, but approachable and supportive."
2.0,4.0,N/A,Interesting course pack...but VERY difficult to get through. One of the biggest I've ever used; most of it was useless and made the course more confusing. Lectures were disorganized and often unfocused. Two hard midterms and an *impossible* exam!
2.0,4.0,N/A,"She is a nice prof and helpful.Kass cares about her students. However readings were at times hard to understand, and readings were too long."
2.0,2.0,N/A,"Incoherent lectures, constantly interrupts students.  Dazzle her with fancy writing and ideas."
1.0,5.0,,"This is the most rude disrespectful prof I have EVER had. Her lectures are extremely hard to follow, and she is rude to all students who are simply trying to learn. I will never take a class with this prof ever agian."
3.5,3.0,,"Lectures tended to be hard to follow. Much better in discussion or one-on-one scenarios. Very knowledgable. Extremely nice, helpful and encouraging. Sad she's gone from UofT."
3.0,5.0,,The tutorials were a mess--not very helpful at all. She tried to break down the material but was disorganised for the most part.
1.0,5.0,,"She is extremely critical and rude. Her classes are disorganized and her ideas are all over the place. Nobody ever knew what she was talking about, her lectures are a series of digression after digression. Awful. She was the worst prof I've ever had!"
1.5,4.0,,No Comments
3.5,2.0,,"She's funny!  Course material isn't easy, but she genuinely tries to 'unpack' it for you in tutorial. Very bright woman.  I like her quirks.  Understanding, as well."
4.5,2.0,,wonderful professor. cares about the students quality of learning. very knowledgable. she's my favorite prof in the cinema department.
2.0,5.0,0,"Difficult material and the prof does not help to explain.  Instead of telling lame jokes, he should spend time trying to actually ensure the students understand the material.  It's like being tought microeconomice by Erkel."
5.0,1.0,0,"Absolutely the best! This man knows his stuff cold.  Pay attention in class and you'll get an A.  If you are hoping to laze your way through this class, then, don't bother registering.  GREAT JOKES !!!"
5.0,3.0,0,Extremely knowledgeable. Makes the effort to ensure that students are learning. Puts economic theory in a relevant real-world context. One of the very best !!!
1.0,4.0,,"Totally a nerd + geek, his lame jokes are very annoying, the only person who laughs is him.  Can't teach, lectures/notes are confusing.  Don't enrol in his class, you'll regret it."
1.5,3.0,,"Exams were ok, but never reply any email, and impatient when answering student's questions.  Makes mistakes on the board all the time, notes are confusing.  Marks might be ok, but you learn nothing."
1.5,4.0,,"Nerdy prof, lame jokes and thinks he's funny.  Materials not related to tests/exam.  Rude, doesn't answer email questions AT ALL.  One word, drop."
1.0,5.0,,"One of the most useless and bad prof in U of T.  He should stay at York, he doesn't belong to U of T."
4.5,2.0,,he is a good prof.... his tests are a bit hard though
3.0,4.0,,beware!!! He will foul you with lame jokes and a nerdy attitude making you feel comfortable. When you least expect it he will kill you when you are writing the exam.
2.5,5.0,,exam super hard.. unfair marking.. and he lost my midterm when i asked for a remark.  his lectures are ok but exam's a diff story.
3.0,2.0,,"Very lame jokes, but better than nothing when learning economics.  Very weird teaching, sometimes will not go through the variations in the macro models, and will put them on the tests and exam.  But if u just do your work you'll get a B.  Not bad."
4.0,4.0,,"lame jokes, lame material, friggin hard exams, but overall good course"
2.0,4.0,,A total freak! He is going to fool you with his laid back style and flat jokes about his dumb car. Ridiculous marking!
3.5,1.0,,Nice person... but what happened in the exam?
5.0,3.0,,"Excellent Prof. Take a course with him , you won't regret it..."
1.0,3.0,,no practice at all...and not so good at specifying expectations
2.5,5.0,,"No practice questions & thus unfair tests, textbook isn't needed, flat jokes"
1.0,2.0,,No Comments
1.0,3.0,,worst prof ever! not helpful
5.0,1.0,N/A,looks like eddy murphy ^0^
3.0,4.0,A-,"Proper prof from the old school. Fair and knowledgeable. He'll call you out if you're just speaking for the sake of hearing yourself. Doesn't let students hijack lectures. Won't boost your grade just because you occasionally visit him during office hours. If you think he's mean or unfair, re-evaluate your idea of teaching  learning. "
1.5,3.0,,"The rudest, most uninspiring, bitter, and forlorn professor.  He seems to have an anger against the world.  He actually made a student cry in front of class once.  He did't hesitate to call students "" stupid "" or ask outright, "" How did you get into University ?! "".  Very dishevelled, looks **** all the time."
1.5,4.0,,"He mummbles a lot during his lectures, making it very difficult to understand what he is saying. I think he forgets we pay to take his class. He is extremely rude to students when there is no need for it- e.g. always wants students to ask questions, but responds rudely when they ask"
1.0,3.0,,"He mumbles about crap in his lectures.  He seems to be very angry, **** and disorganized all the time.  Does not know the meaning of "" human integrity "".  Once asked someone in front of class, "" How the hell did you get into University?"" and with that, I often wonder how the hell he got into the UNiversity bc he treats people inhumanely."
3.5,3.0,,"he's not that bad, and has a good heart. also very smart. the guy who says he's from harvard law, i don't believe you! how do you have enough time to cruise this site, lol... you don't have to lie: you can just say you think Art sucks"
3.5,3.0,,Great Prof.  I had him for international relations & american foreign policy.  He remembered me from my writing from the first course.  So don't think he doesn't know you.  Very strict in his classes but overall not a bad guy.
3.5,4.0,,"He's a good professor and knows a lot about the material he teaches. He seems strict and rude, but that's just his mannerism. He's not unreasonable, and his exams are straightforward. A lot of req'd reading, so be prepared to put in the effort and time."
1.0,5.0,,Terrible professor. The worst I ever had in university.
1.0,5.0,,"This guy is a clown of the highest order.  He once told me, my knowledge of American government would always be limited.  Now that I've graduated from Harvard Law School and am actively involved with the DNC in Washington, I guess we know who was wrong."
5.0,3.0,,"Good Prof. Very smart and knowledgable about politics, although you have to work hard to do well - should it be any other way?"
4.0,4.0,,hes a tough nut to crack
2.0,5.0,,"Worst Professor I had while at UofT.  He made a student cry during her presentation because he disagreed with her.  I dislike him not only as a Professor, but as a human being."
2.0,4.0,,Don't let his after class charm fool you.  His essays on Diplomacy were marked terribly by a disgruntled T.A. and Rubinoff did nothing about it!!!  Average on the essay was below 50%!!!!!!!!
1.0,5.0,,No Comments
4.5,3.0,,No Comments
2.0,4.0,,"Very intriguing, but tough"
2.5,3.0,0,"Had him long ago.  He was late to every class. Midterm grade was strangely low. He said - You didn't submit your paper...I said...yes, I did... and it is lying on the floor under your desk with a bunch of others.  He had to add about 40 points to my grade.  And adjust for all the others he had dropped on the floor.  Self-centered. Oddly arrogant."
4.5,2.0,0,"my favourite prof at mcgill!  very helpful, really knows his stuff.  i suggest this class to any econ major that wants to take a break from really mathematical and dry theory classes."
2.0,4.0,0,Yawn.... attended class a few times but learned close to nothing. I taught myself the textbook instead.
1.0,4.0,0,a very poor prof to say the least; can be unduly rude in person; very impatient if you disagree with him - even on academic issues; at times a very bitter man
4.0,1.0,0,"I've taken his class three times now.  Best class in economics.  Hopefully I will get him one more time before he graduates.  Don't bother with the readings, they are never on the exam."
4.5,3.0,,"Boring? Yes. But this guy knows his stuff and his lectures are pretty useful. His Final Exam however was not in the traditional Econ format, however it was fairly straightforward for those who studied and didn't cram the information in at the last minute."
1.0,3.0,,"For this class (econ) 209 the proffessor just seems like he does not care, he is always late, talks about the topics as though people actually memorized the text, plus you'll be stuck with short answer questions on the final versus all other sections who have multiple choice. Finally, this teacher talks as though he has crackers in his mouth"
4.5,2.0,,"One of the best profs I've had at McGill. He is so smart, handsome, verry funny and witty, and everything he says in class is meaningful. For this class, I didn't even buy the book, but went to classes everyday and took good notes. Do this and you'll be fine!"
2.5,2.0,,I went to four classes: the first two of the semester and the two quizzes we had. I didn't find the lectures helpful. Study the book and do lots of exercised and you'll be fine.
3.5,2.0,,"Great prof to go to with questions/requests for advice, which is sorely needed at McGill.  So even though his lectures can be all over the place remember he is pretty nice if you talk to him, but keep in mind he can be a bit blunt."
2.5,4.0,0,"one of these guys who was an anti-social nerd in high school who now finally has to learn how to interact with other human beings...at your expense. though the prof.'s a genius, don't go to lectures. the exams are pretty random but somehow you don't fail. study like it's your job and forget lectures."
2.0,3.0,,"Unhelpful Prof; isn't a good teacher and can't maintain a focused lecture. While ocassionally kind, he can be very odd in one-on-one discussions."
2.5,2.0,,"terrible at equations, but very fair exam. Overall nice prof, fair grading, but his lectures are unbearable especially for the math part."
4.5,3.0,,"Really nice guy, helpful if you go to see him, but he tends to go off on tangents in class and expects a lot of you for the final exam."
4.0,4.0,,"While lectures were not his strongest point, Grantham gave lots of time in office hours and really helped me improve my writing style.  Really nice and helpful guy, with lots to say, just be sure to excuse yourself if you need to go."
3.5,3.0,,"Pretty nice guy.  Course isn't that interesting, but he sure does know his stuff."
1.5,4.0,,He is a very smart and interesting person. He can't teach and his lectures are read. He doesn't answer your questions rather answers his own.
